# FICHES DES VÉHICULES — une ligne par modèle du catalogue (resources/vehicle_models/<id>.tres). Ajustable à la main.
# Séparateur « ; », décimales avec un POINT. Une ligne qui commence par « # » est un commentaire.
# Le jeu lit ce fichier au lancement (scripts/data/FichesVehicules.gd) et en règle la conduite du joueur, façon GTA V
# (scenes/vehicles/ChassisGTA.gd), et celle de la circulation (scenes/vehicles/Car.gd). CLAUDE.md §15.
#
# Les réglages de conduite portent les NOMS DU HANDLING.META DE GTA V, et y jouent le même rôle, avec la même définition
# quand elle est connue (angle du pic du pneu, partage de l'adhérence et des freins entre les essieux, inertie, braquage à
# l'arrêt). Les valeurs sont celles de CE jeu, pensées pour chaque modèle ; ce que chacune donne ici est écrit ci-dessous
# (les conversions sont dans FichesVehicules.gd). Le ressenti visé est celui de GTA V : bien plus d'adhérence qu'en vrai, des
# freins très forts sur les voitures, une caisse qui bouge beaucoup, une glisse progressive.
#
# LE JOUEUR SEUL TOURNE LES ROUES : ni réduction du braquage avec la vitesse, ni contre-braquage automatique. La tenue de
# route vient de ces réglages, c'est-à-dire de la physique de la voiture.
#
# Colonnes :
#  id                 modèle du catalogue
#  nature             ce que c'est (estimé d'après son nom, sa forme et ses dimensions)
#  longueur_m, largeur_m, hauteur_m   dimensions MESURÉES sur le modèle, pour information (le jeu relit le modèle)
#
#  fMass                      masse en kg. Plus lourd, il accélère, freine et tourne avec les mêmes g, mais pousse les autres
#                             et encaisse mieux les chocs.
#  fInitialDriveForce         POUSSÉE du moteur. Au démarrage, elle vaut fInitialDriveForce x 3 g (0,25 -> 0,74 g) ; entière
#                             jusqu'à 20 % de la vitesse de pointe, puis elle baisse à puissance constante. Plus haut,
#                             accélération plus nerveuse.
#  fInitialDriveMaxFlatVel    VITESSE DE POINTE sur le plat, en km/h (GTA V l'écrit dans une unité à multiplier par 1,32 :
#                             150 dans GTA = 198 km/h ici). La traînée est réglée pour que la voiture s'y arrête.
#  fDriveBiasFront            roues motrices : 0 propulsion, 1 traction, entre les deux une intégrale (part de la poussée
#                             sur l'avant). Une propulsion survire sous les gaz, une traction sous-vire.
#  fBrakeForce                FREINS : décélération demandée de fBrakeForce x 2,4 g. Comme dans GTA V, les freins usent toute
#                             l'adhérence des pneus dès que fBrakeForce dépasse fTractionCurveMax / 4 : les voitures sont
#                             au-delà (l'ABS borne alors le freinage à ce que tiennent les pneus, une roue freinée au pied ne
#                             bloque jamais) ; les camions et les bus en deçà, ils freinent plus long.
#  fBrakeBiasFront            part du freinage sur l'avant (0,5 = moitié-moitié). Réglée sur la charge de l'avant au freinage
#                             le plus fort : plus bas, l'arrière décroche au freinage ; plus haut, la voiture freine moins fort.
#  fHandBrakeForce            FREIN À MAIN (Espace), sur les roues arrière seulement, même unité que fBrakeForce : sa force vaut
#                             fHandBrakeForce x 2,4 x le poids du véhicule. Plus forte que ce que tiennent les pneus arrière
#                             (en gros fHandBrakeForce > fTractionCurveMax / 4 x 2 x la part du poids sur l'arrière), elle les
#                             BLOQUE et l'arrière part en glisse : une voiture dérape ; un camion ou un bus (frein de parc, en
#                             deçà) ralentit sans déraper.
#  fSteeringLock              BRAQUAGE maximal des roues avant, en degrés, le même à toute vitesse : c'est le joueur qui dose.
#                             Braquer à fond à haute vitesse fait glisser les pneus avant au-delà de leur pic : la voiture
#                             tourne sur leur adhérence de glisse et perd de la vitesse.
#  fTractionCurveMax          ADHÉRENCE MAXIMALE des pneus, au pic de leur courbe : fTractionCurveMax x 0,6 g d'accélération
#                             en virage et au freinage (2,33 -> 1,4 g ; une vraie voiture tient 0,9 à 1 g). Dans ce tableau :
#                             de 1,55 (bus) à 2,68 (hypercar).
#  fTractionCurveMin          ADHÉRENCE EN GLISSE, même unité : ce qui reste passé le pic. Proche du maximum, la glisse est
#                             douce et se rattrape ; plus bas (muscle cars, anciennes), elle est plus franche. Une roue bloquée
#                             au frein à main en a 90 %.
#  fTractionCurveLateral      FORME DE LA COURBE du pneu, en degrés (la définition de GTA V) : l'adhérence est maximale quand le
#                             pneu glisse de la MOITIÉ de cet angle (22 -> pic à 11°), puis elle redescend vers
#                             fTractionCurveMin, atteinte à l'angle entier. Plus petit : direction plus directe, mais la glisse
#                             vient plus vite passé la limite ; plus grand : plus doux, plus facile à rattraper.
#  fTractionBiasFront         PARTAGE DE L'ADHÉRENCE entre l'avant et l'arrière (la définition de GTA V) : l'avant en a 2 x
#                             fTractionBiasFront, l'arrière 2 x (1 - fTractionBiasFront). Sous 0,5, l'arrière tient plus que
#                             l'avant (0,48 : 8 % de plus) et la voiture sous-vire à la limite, stable ; vers 0,5, elle devient
#                             joueuse. C'est le premier réglage de la stabilité.
#  fLowSpeedTractionLossMult  PATINAGE AU DÉMARRAGE : à l'arrêt, les roues qui poussent perdent fLowSpeedTractionLossMult x
#                             30 % de leur adhérence, et la retrouvent à 25 km/h. 0 : jamais de patinage ; 1,5 et plus : les
#                             grosses propulsions fument au départ.
#  fSuspensionForce           RESSORTS (la définition de GTA V) : la roue se détend de 1 / (4 x fSuspensionForce) m sous sa
#                             position de repos avant que le ressort ne pousse plus. Fréquence propre ~ racine de
#                             fSuspensionForce, en Hz. Plus bas, la caisse plonge, s'écrase et penche davantage.
#  fSuspensionCompDamp        AMORTISSEUR à la compression : fSuspensionCompDamp x 20 % de l'amortissement critique.
#  fSuspensionReboundDamp     AMORTISSEUR à la détente, même unité. Plus bas, la caisse rebondit davantage.
#  fAntiRollBarForce          BARRES ANTI-ROULIS : la raideur en roulis de chaque essieu vaut celle de ses ressorts x (1 +
#                             fAntiRollBarForce). Plus bas, la caisse penche davantage en virage.
#  vecCentreOfMassOffset      décalage du CENTRE DE GRAVITÉ, « x,y,z » en m, dans le repère de GTA V (x à droite, y vers
#                             l'avant, z vers le haut), depuis le milieu de l'empattement, à 38 % de la hauteur du modèle.
#                             y > 0 : plus de poids sur l'avant (moteur avant). Monter z fait pencher davantage ; le jeu
#                             garde quand même le véhicule sur ses roues (ci-dessous).
#  vecInertiaMultiplier       INERTIE, « x,y,z » (la définition de GTA V) : celle d'une boîte pleine aux dimensions du modèle,
#                             multipliée par x pour le tangage, y pour le roulis, z pour le lacet. Plus haut, le véhicule met
#                             plus de temps à pivoter et à s'arrêter de pivoter : un z plus haut rend une glisse plus lente et
#                             plus facile à rattraper, la direction un peu moins vive.
#
#  garde_cm           hauteur minimale du dessous de la caisse physique au-dessus du sol (le modèle peut être plus bas)
#  trafic_kmh, trafic_accel_ms2       vitesse de croisière et accélération de ce modèle dans la circulation. La vitesse
#                     est relative : un modèle roule à trafic_kmh quand la berline de référence (43 km/h, la valeur par
#                     défaut) roule à la vitesse de son spawner (12 m/s dans World.tscn) ; un spawner réglé autrement
#                     décale tout le monde d'autant (Car.setup). Le freinage est le même pour tous (Car.AI_DECEL).
#
# JAMAIS DE TONNEAU (règle du joueur) : quels que soient ces réglages, le jeu place la hauteur où les pneus poussent en
# travers (le centre de roulis, fRollCentreHeight dans GTA V) pour que le véhicule glisse avant de pouvoir se coucher.
#
# RÉGLAGES GLOBAUX, pour tous les véhicules à la fois, sans toucher à ces lignes : resources/vehicle_physics/
# reglages_conduite.tres (dans l'éditeur, double-clic : l'inspecteur). Deux multiplicateurs, le freinage (fBrakeForce et
# fHandBrakeForce de chaque ligne) et l'adhérence (fTractionCurveMax et fTractionCurveMin), qui gardent les écarts entre
# modèles.
#
id;nature;longueur_m;largeur_m;hauteur_m;fMass;fInitialDriveForce;fInitialDriveMaxFlatVel;fDriveBiasFront;fBrakeForce;fBrakeBiasFront;fHandBrakeForce;fSteeringLock;fTractionCurveMax;fTractionCurveMin;fTractionCurveLateral;fTractionBiasFront;fLowSpeedTractionLossMult;fSuspensionForce;fSuspensionCompDamp;fSuspensionReboundDamp;fAntiRollBarForce;vecCentreOfMassOffset;vecInertiaMultiplier;garde_cm;trafic_kmh;trafic_accel_ms2
city_ambulance;ambulance à cellule sur châssis de fourgon lourd (type E-450, V8 7,3 l);6.12;2.44;2.62;4800;0.22;140;0.00;0.48;0.73;0.15;38.0;1.83;1.61;20.0;0.475;0.30;1.44;0.79;1.15;0.50;0.0,-0.17,0.0;1.0,1.3,1.2;36;42;1.8
city_bus_01;bus urbain de 10,8 m (diesel 300 ch, bridé);10.77;2.80;3.02;12000;0.13;90;0.00;0.30;0.58;0.15;40.0;1.55;1.44;17.0;0.470;0.00;1.00;0.50;0.80;0.61;0.0,-0.79,0.0;1.2,1.5,1.4;33;36;1.2
city_coach_01;autocar de 11 m à trois essieux (diesel 400 ch, bridé);11.01;2.88;3.14;15500;0.14;105;0.00;0.30;0.55;0.15;40.0;1.55;1.44;17.0;0.470;0.00;1.00;0.50;0.80;0.61;0.0,-0.95,0.0;1.2,1.5,1.5;31;38;1.2
city_coupe_01;petit coupé compact;3.87;1.94;1.34;1250;0.26;205;1.00;0.70;0.86;0.50;40.0;2.33;2.03;22.0;0.485;0.80;1.64;0.82;1.23;0.36;0.0,0.28,0.0;1.0,1.2,0.9;28;44;3.3
city_coupe_02;mini coupé de 3,3 m;3.31;1.85;1.29;1050;0.26;190;1.00;0.70;0.87;0.50;40.0;2.33;2.03;22.0;0.485;0.80;1.64;0.82;1.23;0.36;0.0,0.25,0.0;1.0,1.2,0.9;28;44;3.3
city_coupe_03;grand coupé GT de 4,6 m;4.55;1.88;1.24;1550;0.30;250;0.00;0.85;0.81;0.65;40.0;2.45;2.16;22.0;0.485;1.20;2.07;1.09;1.60;0.50;0.0,0.05,0.0;1.0,1.4,1.0;28;45;3.8
city_emergency_van;fourgon d'intervention équipé (type Sprinter);4.77;2.27;2.17;2900;0.21;160;0.00;0.60;0.80;0.46;38.0;1.97;1.73;21.0;0.480;0.80;1.44;0.72;1.08;0.45;0.0,0.00,0.0;1.0,1.3,1.1;37;42;2.5
city_firetruck;fourgon pompe de 8,9 m (diesel 450 ch);8.92;3.06;3.33;17000;0.14;110;0.00;0.36;0.68;0.15;40.0;1.65;1.45;18.0;0.470;0.20;1.64;0.94;1.35;0.75;0.0,-0.35,0.0;1.0,1.3,1.2;40;38;1.3
city_garbage_truck;benne à ordures à trois essieux (moitié pleine);7.90;2.62;3.17;18000;0.11;90;0.00;0.30;0.57;0.15;38.0;1.65;1.45;18.0;0.470;0.20;1.85;1.06;1.53;0.75;0.0,-0.55,0.0;1.0,1.3,1.2;31;35;1.1
city_hotrod;hot rod : caisse légère, gros V8, aérodynamique médiocre;3.88;2.00;1.55;1150;0.35;200;0.00;0.85;0.80;0.75;40.0;2.37;1.99;23.0;0.490;1.80;2.07;0.83;1.29;0.13;0.0,0.00,0.0;1.0,1.3,0.95;28;45;4.0
city_icecream_van;camion de glaces : fourgon et son équipement frigorifique;4.82;2.35;2.99;3600;0.17;130;0.00;0.48;0.72;0.15;38.0;1.85;1.63;21.0;0.480;0.80;1.25;0.62;0.94;0.50;0.0,-0.16,0.0;1.0,1.3,1.1;36;38;1.7
city_limousine;limousine allongée de 6,3 m;6.25;2.02;1.41;2750;0.25;190;0.00;0.75;0.80;0.55;40.0;2.15;1.83;20.0;0.480;1.00;1.00;0.45;0.70;0.32;0.0,0.00,0.0;1.0,1.5,1.4;28;42;2.5
city_mail_truck;véhicule postal de livraison (type LLV);3.89;1.99;1.89;1500;0.21;115;0.00;0.55;0.80;0.46;38.0;1.97;1.73;21.0;0.480;0.80;1.44;0.72;1.08;0.32;0.0,0.00,0.0;1.0,1.3,1.05;28;40;2.2
city_microcar;micro-citadine deux places de 2,2 m;2.20;1.52;1.28;750;0.23;140;0.00;0.70;0.68;0.60;40.0;2.22;1.93;22.0;0.485;0.60;1.85;0.93;1.39;0.32;0.0,-0.12,0.0;1.0,1.1,1.0;28;42;2.8
city_minivan;monospace compact;4.06;2.16;1.91;1650;0.24;185;1.00;0.60;0.85;0.45;38.0;2.12;1.87;21.0;0.480;0.90;1.25;0.62;0.94;0.36;0.0,0.23,0.0;1.0,1.3,1.05;32;43;2.8
city_muscle_car_01;muscle car américaine (V8 7 l);4.27;2.02;1.35;1600;0.32;230;0.00;0.85;0.83;0.75;40.0;2.25;1.91;23.0;0.485;1.60;1.44;0.58;0.90;0.28;0.0,0.13,0.0;1.0,1.4,1.1;28;45;3.8
city_muscle_car_02;muscle car, plus courte et plus légère;4.37;1.95;1.32;1550;0.31;225;0.00;0.85;0.82;0.75;40.0;2.25;1.91;23.0;0.485;1.60;1.44;0.58;0.90;0.28;0.0,0.12,0.0;1.0,1.4,1.1;28;45;3.7
city_muscle_car_03;muscle car longue et basse, le plus gros V8;4.54;2.05;1.29;1700;0.32;240;0.00;0.85;0.82;0.75;40.0;2.25;1.91;23.0;0.485;1.80;1.44;0.58;0.90;0.28;0.0,0.12,0.0;1.0,1.4,1.1;28;45;3.9
city_news_van;camionnette de reportage, mât et régie à bord;4.69;2.27;2.88;3300;0.19;140;0.00;0.50;0.77;0.45;38.0;1.85;1.63;21.0;0.480;0.80;1.25;0.62;0.94;0.50;0.0,-0.06,0.0;1.0,1.3,1.1;37;40;1.9
city_pickup_01;pick-up intermédiaire;4.70;2.21;1.86;2000;0.25;175;0.00;0.65;0.83;0.50;38.0;2.10;1.83;20.0;0.485;1.50;1.44;0.68;1.04;0.28;0.0,0.17,0.0;1.1,1.4,1.1;29;43;2.8
city_pickup_02;grand pick-up (V8 5 l);5.13;2.36;1.95;2350;0.28;180;0.40;0.65;0.83;0.50;38.0;2.10;1.83;20.0;0.485;1.50;1.44;0.68;1.04;0.28;0.0,0.22,0.0;1.1,1.4,1.1;34;43;3.0
city_pickup_03;pick-up lourd, roues de 0,84 m;5.42;2.26;1.81;2750;0.28;170;0.40;0.65;0.84;0.50;38.0;2.03;1.77;20.0;0.485;1.50;1.64;0.78;1.19;0.28;0.0,0.26,0.0;1.1,1.4,1.1;35;42;2.8
city_police_sedan;berline de police Interceptor;4.30;2.02;1.61;1850;0.29;230;0.00;0.90;0.82;0.65;40.0;2.33;2.05;22.0;0.480;1.00;1.64;0.82;1.23;0.45;0.0,0.09,0.0;1.0,1.4,1.0;28;44;3.5
city_police_suv;SUV de police;4.03;2.20;1.88;2200;0.28;210;0.40;0.75;0.82;0.55;38.0;2.18;1.90;20.0;0.480;1.30;1.64;0.82;1.23;0.45;0.0,0.11,0.0;1.1,1.5,1.15;28;44;3.3
city_police_truck;fourgon cellulaire de 6,9 m;6.90;2.14;2.39;4600;0.21;140;0.00;0.45;0.73;0.15;38.0;1.83;1.61;19.0;0.475;0.30;1.44;0.79;1.15;0.50;0.0,-0.21,0.0;1.0,1.3,1.2;38;40;1.9
city_police_van;fourgon de police;4.83;2.27;2.17;2900;0.21;160;0.00;0.60;0.80;0.46;38.0;1.97;1.73;21.0;0.480;0.80;1.44;0.72;1.08;0.45;0.0,0.00,0.0;1.0,1.3,1.1;28;42;2.4
city_retro_car_01;berline des années 1950;4.58;1.82;1.42;1350;0.23;150;0.00;0.60;0.82;0.50;40.0;2.03;1.75;23.0;0.480;1.00;1.00;0.38;0.60;0.08;0.0,0.11,0.0;1.0,1.4,1.1;28;40;2.2
city_retro_car_02;petite voiture populaire ancienne (type Coccinelle);3.95;1.62;1.48;850;0.20;115;0.00;0.60;0.68;0.54;40.0;2.03;1.75;23.0;0.485;1.00;1.08;0.41;0.65;0.06;0.0,-0.21,0.0;1.0,1.3,1.0;28;38;1.6
city_retro_car_03;grande américaine des années 1950 (V8);4.93;1.91;1.33;1750;0.26;170;0.00;0.60;0.83;0.50;40.0;2.03;1.75;23.0;0.480;1.00;1.00;0.38;0.60;0.08;0.0,0.14,0.0;1.0,1.4,1.1;33;41;2.6
